,,239365,115,2634,11333,753,2527,,,,,,,,,
80935,7/28/2018,9,0,0,3,0,0,KENAI,30,,,,,,,
80936,7/17/2018,2,0,0,0,0,0,KENAI,29,,,,,,,
80936,7/18/2018,18,0,0,0,0,0,KENAI,29,,,,,,,
80937,7/21/2018,2,0,0,0,0,0,KENAI,29,,,,,,,
80937,7/23/2018,5,0,0,0,0,0,KENAI,30,,,,,,,
80937,7/25/2018,10,0,0,0,0,0,KENAI,30,,,,,,,
80937,7/26/2018,12,0,0,0,0,0,KENAI,30,,,,,,,
80939,6/17/2018,2,0,0,0,0,0,KASILOF,25,,,,,,,
80939,6/18/2018,4,0,0,0,0,0,KASILOF,25,,,,,,,
80940,7/19/2018,10,0,0,1,0,0,KENAI,29,,,,,,,
80940,7/25/2018,1,0,0,0,0,0,KENAI,30,,,,,,,
80940,7/26/2018,9,0,0,2,0,0,KENAI,30,,,,,,,
80940,7/27/2018,2,0,0,0,0,0,KENAI,30,,,,,,,
80941,7/10/2018,3,0,0,0,0,7,KENAI,28,,,,,,,
80941,7/11/2018,12,0,0,0,0,0,KENAI,28,,,,,,,
80943,6/15/2018,16,0,0,0,0,0,KASILOF,24,,,,,,,
80943,6/16/2018,6,0,0,0,0,0,KASILOF,24,,,,,,,
80943,6/17/2018,7,0,0,0,0,0,KASILOF,25,,,,,,,
80944,7/13/2018,1,0,0,0,0,0,KENAI,28,,,,,,,
80944,7/14/2018,4,0,0,0,0,0,KENAI,28,,,,,,,
80944,7/20/2018,3,0,0,0,0,0,KENAI,29,,,,,,,
80944,7/28/2018,7,0,0,1,0,0,KENAI,30,,,,,,,
80944,7/29/2018,9,0,0,1,0,0,KENAI,31,,,,,,,
80945,7/11/2018,4,0,0,0,0,0,KENAI,28,,,,,,,
80945,7/16/2018,3,0,0,1,0,0,KENAI,29,,,,,,,
80945,7/19/2018,24,0,0,0,0,0,KENAI,29,,,,,,,
80946,7/15/2018,8,0,0,0,0,0,KASILOF,29,,,,,,,
80946,7/17/2018,46,0,0,0,0,0,KASILOF,29,,,,,,,
80947,6/15/2018,34,0,0,0,0,0,KASILOF,24,Y,2,30,,4,,
80949,7/16/2018,7,0,0,0,0,0,KASILOF,29,Y,7,0,,7,,
80952,7/16/2018,6,0,0,0,0,0,KENAI,29,,,,,,,
80958,7/23/2018,4,0,0,0,0,0,KENAI,30,,,,,,,
80958,7/28/2018,10,0,0,1,0,0,KENAI,30,,,,,,,
80961,6/21/2018,25,0,0,0,0,0,KASILOF,25,,,,,,,
80961,6/22/2018,30,0,0,0,0,0,KASILOF,25,,,,,,,
80963,6/22/2018,20,0,0,0,0,0,KASILOF,25,,,,,,,
80963,6/23/2018,15,0,0,0,0,0,KASILOF,25,,,,,,,
80967,7/18/2018,10,0,0,0,0,0,KASILOF,29,,,,,,,
80967,7/19/2018,15,0,0,0,0,0,KASILOF,29,,,,,,,
80970,6/17/2018,10,0,0,0,0,0,KASILOF,25,,,,,,,
80970,6/24/2018,4,0,0,0,0,0,KASILOF,26,,,,,,,
80971,7/20/2018,5,0,0,0,0,0,KENAI,29,,,,,,,
80971,7/22/2018,7,0,0,0,0,0,KENAI,30,,,,,,,
80973,7/11/2018,4,0,0,0,0,0,KASILOF,28,,,,,,,
80973,7/12/2018,16,0,0,0,0,0,KASILOF,28,,,,,,,
80974,7/13/2018,23,0,0,0,0,1,KASILOF,28,,,,,,,
80974,7/14/2018,8,0,0,0,0,0,KASILOF,28,,,,,,,
80975,7/27/2018,1,0,0,3,0,0,KENAI,30,,,,,,,
80975,7/28/2018,2,0,0,0,0,0,KENAI,30,,,,,,,
80976,6/23/2018,5,0,0,2,0,0,KENAI,25,,,,,,,
80976,6/28/2018,6,0,0,2,0,0,KENAI,26,,,,,,,
80976,6/29/2018,1,0,0,1,0,0,KENAI,26,,,,,,,
80978,7/19/2018,25,0,0,0,0,0,KASILOF,29,,,,,,,
80979,7/26/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
80981,7/21/2018,16,0,0,0,0,0,KENAI,29,,,,,,,
80984,6/26/2018,1,0,0,0,0,0,KASILOF,26,,,,,,,
80984,6/27/2018,4,0,0,0,0,0,KASILOF,26,,,,,,,
80988,6/18/2018,16,0,0,0,0,0,KASILOF,25,,,,,,,
80993,7/7/2018,5,0,0,0,0,0,KASILOF,27,,,,,,,
80993,7/28/2018,3,0,0,0,0,0,KASILOF,30,,,,,,,
80993,8/4/2018,19,0,0,1,0,0,KASILOF,31,,,,,,,
80995,6/18/2018,8,1,0,0,0,0,KASILOF,25,,,,,,,
80996,7/18/2018,13,0,0,0,0,0,KENAI,29,,,,,,,
80996,7/24/2018,15,0,0,0,0,0,KENAI,30,,,,,,,
80996,7/26/2018,9,0,0,0,0,0,KENAI,30,,,,,,,
81002,6/24/2018,29,1,0,0,0,0,KASILOF,26,,,,,,,
81003,6/16/2018,2,0,0,0,0,0,KASILOF,24,,,,,,,
81003,7/28/2018,1,0,0,0,0,0,KENAI,30,,,,,,,
81004,7/10/2018,8,0,0,0,0,0,KASILOF,28,,,,,,,
81004,7/17/2018,7,0,0,0,0,0,KASILOF,29,,,,,,,
81005,7/10/2018,0,0,0,0,0,0,KENAI,28,,,,,,,
81005,7/25/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
81009,6/21/2018,4,0,0,0,0,0,KASILOF,25,,,,,,,
81009,6/22/2018,7,1,0,0,0,0,KASILOF,25,,,,,,,
81009,6/23/2018,1,0,0,0,0,0,KASILOF,25,,,,,,,
81010,6/21/2018,0,0,0,0,0,0,KASILOF,25,,,,,,,
81010,6/22/2018,0,0,0,0,0,0,KASILOF,25,,,,,,,
81010,6/23/2018,0,0,0,0,0,0,KASILOF,25,,,,,,,
81012,6/16/2018,4,0,0,0,0,1,KASILOF,24,,,,,,,
81012,6/23/2018,7,0,0,0,0,0,KASILOF,25,,,,,,,
81016,6/19/2018,9,0,0,0,0,2,KASILOF,25,,,,,,,
81016,6/20/2018,6,0,0,0,0,0,KASILOF,25,,,,,,,
81016,6/21/2018,1,0,0,0,0,0,KASILOF,25,Y,6,0,1,,,
81016,6/22/2018,10,0,0,0,0,0,UNKNOWN,25,,,,,,,
81016,7/19/2018,5,0,0,0,0,0,KENAI,29,,,,,,,
81017,7/1/2018,0,0,0,0,0,0,KENAI,27,,,,,,,
81019,7/17/2018,9,0,0,0,0,0,KENAI,29,,,,,,,
81019,7/19/2018,20,0,0,1,0,0,KENAI,29,,,,,,,
81020,8/9/2018,10,0,0,2,0,0,KASILOF,32,,,,,,,
81021,6/16/2018,1,0,0,0,0,0,KASILOF,24,,,,,,,
81022,6/15/2018,6,0,0,0,0,0,KASILOF,24,,,,,,,
81022,6/16/2018,5,0,0,0,0,0,KASILOF,24,,,,,,,
81022,6/17/2018,4,0,0,1,0,0,KASILOF,25,,,,,,,
81022,6/18/2018,8,0,0,0,0,0,KASILOF,25,,,,,,,
81025,7/20/2018,7,0,0,0,0,0,KENAI,29,,,,,,,
81025,7/21/2018,5,0,0,0,0,0,KENAI,29,,,,,,,
81025,7/22/2018,10,0,0,0,0,0,KENAI,30,,,,,,,
81026,6/15/2018,6,1,0,0,0,0,KASILOF,24,,,,,,,
81026,6/16/2018,6,0,0,0,0,0,KASILOF,24,,,,,,,
81027,7/20/2018,0,0,0,0,0,0,KENAI,29,,,,,,,
81027,7/21/2018,0,0,0,0,0,0,KENAI,29,,,,,,,
81027,7/22/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
81028,7/31/2018,15,0,0,0,0,0,KENAI,31,,,,,,,
81029,7/22/2018,7,0,0,0,0,0,KENAI,30,,,,,,,
81029,7/24/2018,13,0,0,0,0,0,KENAI,30,,,,,,,
81029,7/25/2018,14,0,0,0,0,0,KENAI,30,,,,,,,
81032,7/15/2018,2,0,0,0,0,0,KENAI,29,,,,,,,
81032,7/16/2018,5,0,0,0,0,0,KENAI,29,,,,,,,
81032,7/20/2018,17,0,0,0,0,0,KENAI,29,,,,,,,
81032,7/21/2018,6,0,0,0,0,0,KENAI,29,,,,,,,
81032,7/22/2018,5,0,0,0,0,0,KENAI,30,,,,,,,
81034,7/17/2018,1,0,0,0,0,0,KENAI,29,,,,,,,
81034,8/4/2018,17,0,0,2,0,0,KASILOF,31,,,,,,,
81035,6/15/2018,6,0,0,0,0,0,KASILOF,24,,,,,,,
81036,7/5/2018,0,0,0,0,0,0,KASILOF,27,,,,,,,
81036,7/6/2018,26,0,0,0,0,0,KASILOF,27,,,,,,,
81037,7/27/2018,12,0,0,0,0,0,KASILOF,30,,,,,,,
81037,7/28/2018,2,0,0,0,0,0,KASILOF,30,,,,,,,
81038,6/16/2018,6,0,0,0,0,0,KASILOF,24,,,,,,,
81038,7/15/2018,3,0,0,0,0,0,KASILOF,29,,,,,,,
81039,7/10/2018,4,0,0,0,0,0,KENAI,28,,,,,,,
81039,7/12/2018,11,0,0,0,0,0,KENAI,28,,,,,,,
81039,7/19/2018,6,0,0,0,0,0,KENAI,29,,,,,,,
81039,7/30/2018,10,0,0,0,0,0,KASILOF,31,,,,,,,
81040,6/17/2018,5,0,0,0,0,0,KASILOF,25,,,,,,,
81040,6/19/2018,10,0,0,0,0,0,KASILOF,25,,,,,,,
81040,6/24/2018,8,0,0,0,0,0,KASILOF,26,,,,,,,
81041,7/22/2018,4,0,0,2,0,0,KENAI,30,,,,,,,
81042,6/24/2018,25,0,0,0,0,0,KASILOF,26,,,,,,,
81043,6/18/2018,13,0,0,0,0,0,KASILOF,25,,,,,,,
81043,6/22/2018,7,0,0,0,0,0,KASILOF,25,,,,,,,
81043,6/24/2018,5,0,0,0,0,0,KASILOF,26,,,,,,,
81046,6/19/2018,4,0,0,0,0,0,KASILOF,25,,,,,,,
81046,6/20/2018,5,0,0,0,0,0,KASILOF,25,,,,,,,
81047,7/28/2018,7,0,0,0,0,0,KENAI,30,,,,,,,
81049,6/19/2018,34,1,0,0,0,0,KASILOF,25,,,,,,,
81051,7/24/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
81051,7/25/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
81051,7/26/2018,10,0,0,4,0,0,KENAI,30,,,,,,,
81051,7/27/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
81052,6/16/2018,0,0,0,0,0,0,KASILOF,24,,,,,,,
81052,6/17/2018,0,0,0,0,0,0,KASILOF,25,,,,,,,
81053,6/15/2018,3,0,0,0,0,0,KASILOF,24,,,,,,,
81053,6/16/2018,3,0,0,0,0,0,KASILOF,24,,,,,,,
81053,6/17/2018,4,0,0,0,0,0,KASILOF,25,,,,,,,
81053,7/18/2018,4,0,0,0,0,0,KENAI,29,,,,,,,
81056,7/25/2018,25,0,0,0,0,0,KENAI,30,,,,,,,
81056,7/26/2018,20,0,0,0,0,0,KENAI,30,,,,,,,
81058,7/20/2018,25,0,0,0,0,0,KENAI,29,,,,,,,
81059,7/13/2018,5,0,0,0,0,0,KASILOF,28,,,,,,,
81059,7/14/2018,3,0,0,0,0,0,KASILOF,28,,,,,,,
81061,7/17/2018,13,0,0,0,0,0,KENAI,29,,,,,,,
81061,7/18/2018,32,0,0,0,0,0,KENAI,29,,,,,,,
81063,6/12/2018,0,0,0,0,0,0,KENAI,24,,,,,,,
81063,6/24/2018,14,0,0,0,0,0,KENAI,26,,,,,,,
81065,7/25/2018,12,0,0,0,0,0,KENAI,30,,,,,,,
81068,7/13/2018,6,0,0,0,0,0,KENAI,28,,,,,,,
81068,7/17/2018,5,0,0,0,0,0,KENAI,29,,,,,,,
81068,7/18/2018,21,0,0,0,0,0,KENAI,29,,,,,,,
81068,7/26/2018,3,0,0,0,0,0,KENAI,30,,,,,,,
81076,7/21/2018,30,0,0,0,0,0,KENAI,29,,,,,,,
81077,5/31/2018,0,0,0,0,0,0,KASILOF,22,,,,,,,
81078,7/11/2018,30,0,0,0,0,0,KASILOF,28,,,,,,,
81078,7/24/2018,10,0,0,0,0,0,KASILOF,30,,,,,,,
81078,8/1/2018,2,0,0,0,0,0,KASILOF,31,,,,,,,
81078,8/2/2018,7,0,0,0,0,0,KASILOF,31,,,,,,,
81079,7/12/2018,2,0,0,0,0,0,KASILOF,28,,,,,,,
81079,7/13/2018,2,0,0,0,0,0,KASILOF,28,,,,,,,
81079,7/14/2018,2,0,0,0,0,0,KASILOF,28,,,,,,,
81079,7/15/2018,1,0,0,0,0,0,KASILOF,29,,,,,,,
81079,8/3/2018,29,0,1,4,0,0,KASILOF,31,,,,,,,
81081,7/25/2018,12,0,3,2,0,0,KENAI,30,,,,,,,
81082,7/21/2018,0,0,0,1,0,1,KENAI,29,,,,,,,
81083,7/9/2018,7,0,0,0,0,0,KENAI,28,,,,,,,
81083,7/10/2018,3,0,0,0,0,0,KENAI,28,,,,,,,
81083,7/11/2018,4,0,0,0,0,0,KENAI,28,,,,,,,
81083,7/18/2018,13,0,0,0,0,0,KENAI,29,,,,,,,
81083,7/23/2018,5,0,0,0,0,0,KENAI,30,,,,,,,
81085,8/27/2018,0,0,0,0,0,0,KENAI,35,,,,,,,
81087,7/10/2018,10,0,0,0,0,1,KENAI,28,,,,,,,
81087,7/18/2018,21,0,0,0,0,0,KENAI,29,,,,,,,
81087,7/19/2018,21,0,0,0,0,0,KENAI,29,,,,,,,
81087,7/20/2018,16,0,0,0,0,0,KENAI,29,,,,,,,
81090,7/13/2018,12,0,0,0,0,0,KASILOF,28,,,,,,,
81090,7/27/2018,7,0,0,0,0,0,KENAI,30,,,,,,,
81094,7/19/2018,15,0,0,0,0,0,KENAI,29,,,,,,,
81095,6/21/2018,1,0,0,0,0,0,KASILOF,25,,,,,,,
81099,7/16/2018,25,0,0,0,0,0,KASILOF,29,,,,,,,
81100,7/15/2018,2,0,1,2,0,0,KENAI,29,,,,,,,
81103,6/15/2018,0,0,0,0,0,0,KASILOF,24,,,,,,,
81104,8/6/2018,5,0,0,1,0,0,KASILOF,32,,,,,,,
81104,8/7/2018,13,0,0,0,0,0,KASILOF,32,,,,,,,
81106,7/28/2018,7,0,0,4,0,0,KENAI,30,,,,,,,
81106,7/29/2018,20,0,0,1,0,0,KENAI,31,,,,,,,
81108,6/17/2018,10,0,0,0,0,0,KASILOF,25,,,,,,,
81109,7/20/2018,9,0,0,0,0,0,KENAI,29,,,,,,,
81109,7/21/2018,1,0,0,0,0,0,KENAI,29,,,,,,,
81112,6/16/2018,6,0,0,0,0,0,KASILOF,24,,,,,,,
81112,6/19/2018,5,0,0,0,0,0,KASILOF,25,,,,,,,
81112,6/21/2018,8,0,0,0,0,0,KASILOF,25,,,,,,,
81113,6/16/2018,2,0,0,0,0,0,KASILOF,24,,,,,,,
81113,6/18/2018,4,0,0,0,0,0,KASILOF,25,,,,,,,
81113,6/20/2018,8,0,0,0,0,0,KASILOF,25,,,,,,,
81113,6/22/2018,15,0,0,0,0,0,KASILOF,25,,,,,,,
81117,6/16/2018,1,0,0,0,0,0,KASILOF,24,Y,6,0,1,,,
81117,6/17/2018,12,0,0,0,0,0,KASILOF,25,,,,,,,
81117,7/28/2018,12,0,0,0,0,0,FISH CREEK,30,,,,,,,
81119,7/21/2018,0,0,0,0,0,0,KENAI,29,,,,,,,
81120,7/23/2018,47,0,0,0,0,0,KASILOF,30,,,,,,,
81123,7/20/2018,9,0,0,0,0,0,KASILOF,29,,,,,,,
81123,7/21/2018,3,0,0,0,0,0,KASILOF,29,,,,,,,
81125,7/21/2018,0,0,0,0,0,0,KENAI,29,,,,,,,
81126,7/16/2018,3,0,0,0,0,0,KENAI,29,,,,,,,
81127,6/15/2018,20,0,0,0,0,0,KASILOF,24,,,,,,,
81130,7/7/2018,9,0,0,0,0,0,KASILOF,27,,,,,,,
81131,6/17/2018,17,0,0,0,0,0,KASILOF,25,,,,,,,
81133,7/13/2018,10,0,0,0,0,0,KENAI,28,,,,,,,
81133,7/27/2018,9,0,0,2,0,0,KENAI,30,,,,,,,
81134,7/25/2018,10,0,0,0,0,0,KENAI,30,,,,,,,
81138,6/20/2018,8,0,0,0,0,0,KASILOF,25,,,,,,,
81138,6/21/2018,7,0,0,0,0,0,KASILOF,25,,,,,,,
81138,6/22/2018,10,0,0,0,0,0,KASILOF,25,,,,,,,
81139,7/15/2018,10,0,0,0,0,0,KENAI,29,,,,,,,
81139,7/20/2018,22,0,1,0,0,2,KENAI,29,,,,,,,
81140,7/25/2018,7,0,0,0,0,0,KENAI,30,,,,,,,
81141,7/20/2018,25,0,0,0,0,0,KENAI,29,,,,,,,
81143,7/21/2018,10,0,0,0,0,0,KENAI,29,,,,,,,
81143,7/23/2018,12,0,0,0,0,0,KENAI,30,,,,,,,
81147,7/26/2018,20,0,0,0,0,0,FISH CREEK,30,,,,,,,
81149,7/13/2018,3,0,0,0,0,0,KENAI,28,,,,,,,
81149,7/21/2018,7,0,0,2,0,0,KENAI,29,,,,,,,
81149,7/28/2018,6,0,1,1,0,0,KENAI,30,,,,,,,
81149,7/29/2018,9,0,0,0,0,0,KENAI,31,,,,,,,
81150,7/21/2018,15,0,0,0,0,0,KENAI,29,,,,,,,
81150,7/23/2018,5,0,0,0,0,0,KENAI,30,,,,,,,
81155,7/17/2018,7,0,0,0,0,0,KENAI,29,,,,,,,
81155,7/18/2018,7,0,0,0,0,0,KENAI,29,,,,,,,
81156,7/16/2018,2,0,0,0,0,0,KENAI,29,,,,,,,
81156,7/17/2018,2,0,0,0,0,0,KENAI,29,,,,,,,
81156,7/19/2018,11,0,0,0,0,0,KENAI,29,,,,,,,
81157,7/14/2018,1,0,0,0,0,0,KENAI,28,,,,,,,
81157,7/22/2018,4,0,0,0,0,0,KENAI,30,,,,,,,
81157,7/24/2018,7,0,0,0,0,0,KENAI,30,,,,,,,
81160,6/3/2018,1,0,0,0,0,0,KENAI,23,,,,,,,
81162,6/15/2018,0,0,0,0,0,0,KASILOF,24,,,,,,,
81162,6/16/2018,0,0,0,0,0,0,KASILOF,24,,,,,,,
81163,7/20/2018,21,0,0,0,0,1,KENAI,29,,,,,,,
81163,7/26/2018,3,0,0,0,0,0,KENAI,30,,,,,,,
81164,7/17/2018,1,0,0,0,0,0,KENAI,29,,,,,,,
81164,7/18/2018,2,0,0,0,0,0,KENAI,29,,,,,,,
81165,6/16/2018,3,0,0,0,0,0,KASILOF,24,,,,,,,
81167,7/18/2018,12,0,0,0,0,0,KENAI,29,,,,,,,
81170,6/19/2018,8,0,0,0,0,0,KASILOF,25,,,,,,,
81170,6/20/2018,15,0,0,0,0,0,KASILOF,25,,,,,,,
81170,6/21/2018,7,0,0,0,0,0,KASILOF,25,,,,,,,
81170,6/22/2018,9,0,0,0,0,0,KASILOF,25,,,,,,,
81170,6/23/2018,14,0,0,0,0,0,KASILOF,25,,,,,,,
81172,6/19/2018,15,0,0,0,0,0,UNKNOWN,25,,,,,,,
81172,6/20/2018,10,0,0,0,0,0,UNKNOWN,25,,,,,,,
81173,6/19/2018,10,0,0,0,0,0,KASILOF,25,,,,,,,
81174,7/17/2018,3,0,0,0,0,0,KENAI,29,,,,,,,
81174,7/19/2018,6,0,0,0,0,0,KENAI,29,,,,,,,
81174,7/28/2018,5,0,0,0,0,0,KENAI,30,,,,,,,
81175,6/20/2018,9,0,0,0,0,0,KASILOF,25,,,,,,,
81175,6/21/2018,26,0,0,0,0,0,KASILOF,25,,,,,,,
81176,7/20/2018,11,0,0,1,0,0,KENAI,29,,,,,,,
81176,7/21/2018,6,0,0,0,0,0,KENAI,29,,,,,,,
81177,7/5/2018,2,0,0,0,0,0,KASILOF,27,,,,,,,
81177,7/6/2018,0,0,0,0,0,0,KASILOF,27,,,,,,,
81177,7/16/2018,1,0,0,0,0,0,KASILOF,29,,,,,,,
81177,7/25/2018,5,0,0,0,0,0,KASILOF,30,,,,,,,
81177,7/30/2018,6,0,0,0,0,0,KASILOF,31,,,,,,,
81178,6/20/2018,11,0,0,0,0,0,KASILOF,25,,,,,,,
81178,6/21/2018,33,0,0,0,0,0,KASILOF,25,,,,,,,
81179,7/19/2018,3,0,0,0,0,0,KENAI,29,,,,,,,
81179,7/23/2018,4,0,0,0,0,0,KENAI,30,,,,,,,
81179,7/29/2018,2,0,0,5,0,0,KENAI,31,,,,,,,
81179,8/7/2018,23,0,0,2,0,0,KASILOF,32,,,,,,,
81185,7/23/2018,6,0,0,0,0,0,KENAI,30,,,,,,,
81186,6/24/2018,6,0,0,0,0,0,KASILOF,26,,,,,,,
81186,6/26/2018,2,0,0,0,0,0,KASILOF,26,,,,,,,
81186,7/24/2018,2,0,0,0,0,0,KASILOF,30,,,,,,,
81188,6/26/2018,2,0,0,0,0,0,KASILOF,26,,,,,,,
81188,6/27/2018,18,0,0,0,0,0,KASILOF,26,,,,,,,
81188,6/28/2018,16,0,0,0,0,0,KASILOF,26,,,,,,,
81189,7/22/2018,20,0,0,0,0,0,KASILOF,30,,,,,,,
81189,7/31/2018,15,0,1,0,0,0,KASILOF,31,,,,,,,
81191,7/29/2018,10,0,0,10,0,0,KENAI,31,,,,,,,
81194,6/30/2018,2,0,0,0,0,1,KASILOF,26,,,,,,,
81194,7/1/2018,6,0,0,0,0,1,KASILOF,27,,,,,,,
81194,7/3/2018,4,0,0,0,0,0,KASILOF,27,,,,,,,
81194,7/4/2018,23,0,0,0,0,2,KASILOF,27,,,,,,,
81196,6/16/2018,6,0,0,0,0,0,FISH CREEK,24,,,,,,,
81198,6/19/2018,2,0,0,0,0,0,KASILOF,25,,,,,,,
81198,6/20/2018,3,0,0,0,0,0,KASILOF,25,,,,,,,
81200,7/17/2018,10,0,0,0,0,0,KASILOF,29,,,,,,,
81200,7/18/2018,4,0,0,0,0,0,KASILOF,29,,,,,,,
81201,6/19/2018,5,0,0,0,0,0,KASILOF,25,,,,,,,
81205,7/27/2018,10,0,0,3,0,0,KENAI,30,,,,,,,
81209,6/17/2018,4,0,0,0,0,0,KASILOF,25,,,,,,,
81211,7/11/2018,8,0,0,0,0,0,KASILOF,28,,,,,,,
81212,7/24/2018,18,0,0,1,0,0,KENAI,30,,,,,,,
81212,7/25/2018,9,0,0,3,0,0,KENAI,30,,,,,,,
81212,7/27/2018,3,0,0,0,0,0,KASILOF,30,,,,,,,
81214,7/27/2018,2,0,0,0,0,0,KASILOF,30,,,,,,,
81214,7/28/2018,3,0,0,0,0,0,KASILOF,30,,,,,,,
81215,6/17/2018,9,0,0,0,0,0,KASILOF,25,,,,,,,
81217,6/23/2018,30,2,0,0,0,0,KASILOF,25,,,,,,,
81218,6/23/2018,30,2,0,0,0,0,KASILOF,25,,,,,,,
81219,7/21/2018,0,0,0,0,0,0,KASILOF,29,,,,,,,
81219,7/22/2018,0,0,0,0,0,0,KASILOF,30,,,,,,,
81220,7/25/2018,30,0,0,0,0,0,KENAI,30,,,,,,,
81221,6/19/2018,34,0,0,0,0,0,KASILOF,25,,,,,,,
81223,7/19/2018,6,0,0,0,0,0,KENAI,29,,,,,,,
81223,7/20/2018,4,0,0,0,0,0,KENAI,29,,,,,,,
81223,7/25/2018,4,0,0,1,0,0,KENAI,30,,,,,,,
81223,7/29/2018,3,0,0,0,0,0,KENAI,31,,,,,,,
81224,7/15/2018,3,0,0,0,0,0,KASILOF,29,,,,,,,
81226,7/11/2018,0,0,0,0,0,0,KASILOF,28,,,,,,,
81226,7/25/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
81227,7/9/2018,2,0,0,0,0,0,KASILOF,28,,,,,,,
81227,7/10/2018,4,0,0,0,0,0,KASILOF,28,,,,,,,
81229,7/11/2018,15,0,0,0,0,0,KASILOF,28,,,,,,,
81229,7/21/2018,8,0,0,0,0,0,KENAI,29,,,,,,,
81232,7/12/2018,25,0,0,0,0,0,KENAI,28,,,,,,,
81235,6/22/2018,15,0,0,0,0,0,KASILOF,25,,,,,,,
81235,6/23/2018,23,0,0,0,0,0,KASILOF,25,,,,,,,
81235,6/24/2018,27,0,0,0,0,0,KASILOF,26,,,,,,,
81237,7/21/2018,25,0,0,0,0,0,KASILOF,29,,,,,,,
81238,6/21/2018,12,0,0,0,0,0,KASILOF,25,,,,,,,
81238,6/22/2018,5,0,0,0,0,0,KASILOF,25,,,,,,,
81238,6/23/2018,5,0,0,0,0,0,KASILOF,25,,,,,,,
81239,6/17/2018,0,0,0,0,0,0,KASILOF,25,,,,,,,
81239,6/18/2018,0,0,0,0,0,0,KASILOF,25,,,,,,,
81240,6/17/2018,0,0,0,0,0,0,KASILOF,25,,,,,,,
81240,6/18/2018,0,0,0,0,0,0,KASILOF,25,,,,,,,
81241,7/14/2018,6,0,0,1,0,0,UNKNOWN,28,,,,,,,
81241,7/20/2018,4,0,0,0,0,0,KENAI,29,,,,,,,
81241,7/21/2018,2,0,0,0,0,0,KENAI,29,,,,,,,
81241,7/23/2018,6,0,0,0,0,0,KENAI,30,,,,,,,
81241,7/27/2018,6,0,0,2,0,0,KENAI,30,,,,,,,
81241,7/28/2018,5,0,0,1,0,0,KENAI,30,,,,,,,
81243,7/5/2018,10,0,0,0,0,0,KASILOF,27,,,,,,,
81243,7/6/2018,13,0,0,0,0,0,KASILOF,27,,,,,,,
81243,7/7/2018,7,0,0,0,0,0,KASILOF,27,,,,,,,
81244,6/20/2018,6,0,0,0,0,0,KENAI,25,,,,,,,
81244,6/24/2018,17,0,0,0,0,0,KENAI,26,,,,,,,
81247,7/13/2018,6,0,0,0,0,0,KASILOF,28,,,,,,,
81247,7/14/2018,6,0,0,0,0,0,KASILOF,28,,,,,,,
81251,7/25/2018,19,0,0,2,0,0,FISH CREEK,30,,,,,,,
81253,7/4/2018,6,0,0,0,0,0,KASILOF,27,,,,,,,
81253,7/5/2018,3,0,0,0,0,0,KASILOF,27,,,,,,,
81253,7/6/2018,3,0,0,0,0,0,KASILOF,27,,,,,,,
81253,8/5/2018,5,0,2,0,0,0,KASILOF,32,,,,,,,
81253,8/7/2018,2,0,2,0,0,0,KASILOF,32,,,,,,,
81254,6/17/2018,0,0,0,0,0,0,KASILOF,25,,,,,,,
81256,7/25/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
81257,6/19/2018,2,0,0,0,0,0,KASILOF,25,,,,,,,
81258,7/16/2018,39,0,0,0,0,0,KASILOF,29,,,,,,,
81258,7/17/2018,26,0,0,0,0,0,KASILOF,29,,,,,,,
81259,7/15/2018,0,0,0,0,0,0,KENAI,29,,,,,,,
81263,6/18/2018,8,0,0,0,0,0,KASILOF,25,,,,,,,
81263,6/19/2018,6,0,0,0,0,0,KASILOF,25,,,,,,,
81263,6/20/2018,12,0,0,0,0,0,KASILOF,25,,,,,,,
81263,7/28/2018,3,0,0,2,0,0,KENAI,30,,,,,,,
81263,7/29/2018,4,0,0,1,0,0,KENAI,31,,,,,,,
81264,7/16/2018,14,0,0,0,0,0,KASILOF,29,,,,,,,
81264,7/23/2018,8,0,0,0,0,0,KASILOF,30,,,,,,,
81267,7/4/2018,14,0,0,0,0,0,KASILOF,27,,,,,,,
81267,7/5/2018,15,0,0,0,0,0,KASILOF,27,,,,,,,
81268,7/21/2018,13,0,0,0,0,1,KASILOF,29,,,,,,,
81269,6/17/2018,1,0,0,0,0,0,UNKNOWN,25,,,,,,,
81270,6/19/2018,9,0,0,0,0,5,KASILOF,25,,,,,,,
81270,6/24/2018,3,0,0,0,0,0,KASILOF,26,,,,,,,
81271,7/23/2018,16,0,0,0,0,0,KENAI,30,,,,,,,
81272,6/18/2018,11,0,0,0,0,0,KASILOF,25,,,,,,,
81272,6/19/2018,11,2,0,0,0,0,KASILOF,25,,,,,,,
81274,7/22/2018,13,0,0,0,0,0,KENAI,30,,,,,,,
81276,7/18/2018,8,0,0,0,0,0,KENAI,29,,,,,,,
81276,7/19/2018,13,0,0,0,0,0,KENAI,29,,,,,,,
81276,7/20/2018,10,0,0,0,0,0,KENAI,29,,,,,,,
