Pike #,Samplers,Section,Date,Start Time,Stop time,Species,Fork length,Tag #,Comments,Event,Gear
16,PB CJ KD,6,6/5/2018 16:48,6/5/2018 16:48,6/6/2018 15:03,NP,390,,,Mark,GN
17,PB CJ KD,6,6/5/2018 16:48,6/5/2018 16:48,6/6/2018 15:03,NP,311,,,Mark,GN
18,PB CJ KD,6,6/5/2018 16:48,6/5/2018 16:48,6/6/2018 15:03,NP,428,,,Mark,GN
19,PB CJ KD,6,6/5/2018 16:48,6/5/2018 16:48,6/6/2018 15:03,NP,291,,,Mark,GN
20,PB CJ KD,6,6/5/2018 16:52,6/5/2018 16:52,6/6/2018 15:19,NP,846,,,Mark,GN
21,PB CJ KD,6,6/5/2018 16:52,6/5/2018 16:52,6/6/2018 15:19,NP,502,,,Mark,GN
22,PB CJ KD,6,6/5/2018 16:52,6/5/2018 16:52,6/6/2018 15:19,NP,306,,,Mark,GN
23,PB CJ KD,6,6/5/2018 16:52,6/5/2018 16:52,6/6/2018 15:19,NP,315,,,Mark,GN
24,PB CJ KD,6,6/5/2018 16:57,6/5/2018 16:57,6/6/2018 15:33,NP,935,,,Mark,GN
25,PB CJ KD,6,6/5/2018 16:57,6/5/2018 16:57,6/6/2018 15:33,NP,435,,,Mark,GN
26,PB CJ KD,6,6/5/2018 16:57,6/5/2018 16:57,6/6/2018 15:33,NP,410,,,Mark,GN
27,PB CJ KD,6,6/5/2018 16:57,6/5/2018 16:57,6/6/2018 15:33,NP,703,,,Mark,GN
28,PB CJ KD,6,6/5/2018 16:57,6/5/2018 16:57,6/6/2018 15:33,NP,819,,,Mark,GN
29,PB CJ KD,6,6/5/2018 16:57,6/5/2018 16:57,6/6/2018 15:33,NP,225,,,Mark,GN
30,PB CJ KD,6,6/5/2018 17:00,6/5/2018 17:00,6/6/2018 15:42,NP,,,,Mark,GN
31,PB CJ KD,6,6/5/2018 17:00,6/5/2018 17:00,6/6/2018 15:42,NP,,,,Mark,GN
32,PB CJ KD,6,6/5/2018 17:00,6/5/2018 17:00,6/6/2018 15:42,NP,370,,,Mark,GN
33,PB CJ KD,6,6/5/2018 17:00,6/5/2018 17:00,6/6/2018 15:42,NP,450,,,Mark,GN
34,PB CJ KD,6,6/5/2018 17:05,6/5/2018 17:05,6/6/2018 15:48,NP,330,,,Mark,GN
35,PB CJ KD,6,6/5/2018 17:05,6/5/2018 17:05,6/6/2018 15:48,NP,370,,,Mark,GN
36,PB CJ KD,6,6/5/2018 17:10,6/5/2018 17:10,6/6/2018 15:53,NP,252,,,Mark,GN
37,PB CJ KD,6,6/5/2018 17:10,6/5/2018 17:10,6/6/2018 15:53,NP,300,,,Mark,GN
38,PB CJ KD,6,6/5/2018 17:10,6/5/2018 17:10,6/6/2018 15:53,NP,226,,,Mark,GN
39,PB CJ KD,6,6/5/2018 17:10,6/5/2018 17:10,6/6/2018 15:53,NP,320,,,Mark,GN
40,PB CJ KD,6,6/5/2018 17:15,6/5/2018 17:15,6/6/2018 16:00,NP,310,,,Mark,GN
41,PB CJ KD,6,6/5/2018 17:15,6/5/2018 17:15,6/6/2018 16:00,NP,335,,,Mark,GN
42,PB CJ KD,6,6/5/2018 17:15,6/5/2018 17:15,6/6/2018 16:00,NP,235,,,Mark,GN
43,PB CJ KD,6,6/5/2018 17:15,6/5/2018 17:15,6/6/2018 16:00,NP,414,,,Mark,GN
44,PB CJ KD,6,6/5/2018 17:15,6/5/2018 17:15,6/6/2018 16:00,NP,550,,,Mark,GN
45,PB CJ KD,6,6/5/2018 17:15,6/5/2018 17:15,6/6/2018 16:00,NP,884,,,Mark,GN
46,PB CJ KD,6,6/5/2018 17:20,6/5/2018 17:20,6/6/2018 16:09,NP,285,,,Mark,GN
47,PB CJ KD,6,6/5/2018 17:20,6/5/2018 17:20,6/6/2018 16:09,NP,365,,,Mark,GN
48,PB CJ KD,6,6/5/2018 17:20,6/5/2018 17:20,6/6/2018 16:09,NP,318,,,Mark,GN
49,PB CJ KD,6,6/5/2018 17:20,6/5/2018 17:20,6/6/2018 16:09,NP,403,,,Mark,GN
50,PB CJ KD,6,6/5/2018 17:20,6/5/2018 17:20,6/6/2018 16:09,NP,540,,,Mark,GN
51,PB CJ KD,6,6/5/2018 17:20,6/5/2018 17:20,6/6/2018 16:09,NP,684,,,Mark,GN
52,CJ EH,6,6/6/2018 14:48,6/6/2018 14:48,6/7/2018 10:00,NP,270,,,Mark,GN
53,CJ EH,6,6/6/2018 14:48,6/6/2018 14:48,6/7/2018 10:00,NP,361,,,Mark,GN
54,CJ EH,6,6/6/2018 14:55,6/6/2018 14:55,6/7/2018 10:06,NP,363,,,Mark,GN
55,CJ EH,6,6/6/2018 14:55,6/6/2018 14:55,6/7/2018 10:06,NP,,,,Mark,GN
56,CJ EH,6,6/6/2018 14:55,6/6/2018 14:55,6/7/2018 10:06,NP,370,,,Mark,GN
57,CJ EH,6,6/6/2018 15:03,6/6/2018 15:03,6/7/2018 10:15,NP,214,,,Mark,GN
58,CJ EH,6,6/6/2018 15:19,6/6/2018 15:19,6/7/2018 10:25,NP,240,,,Mark,GN
59,CJ EH,6,6/6/2018 15:19,6/6/2018 15:19,6/7/2018 10:25,NP,203,,,Mark,GN
60,CJ EH,6,6/6/2018 15:19,6/6/2018 15:19,6/7/2018 10:25,NP,340,,,Mark,GN
61,CJ EH,6,6/6/2018 15:19,6/6/2018 15:19,6/7/2018 10:25,NP,329,,,Mark,GN
62,CJ EH,6,6/6/2018 15:33,6/6/2018 15:33,6/7/2018 10:37,NP,288,,,Mark,GN
63,CJ EH,6,6/6/2018 15:33,6/6/2018 15:33,6/7/2018 10:37,NP,330,,,Mark,GN
64,CJ EH,6,6/6/2018 15:33,6/6/2018 15:33,6/7/2018 10:37,NP,281,,,Mark,GN
65,CJ EH,6,6/6/2018 15:42,6/6/2018 15:42,6/7/2018 10:46,NP,273,,,Mark,GN
66,CJ EH,6,6/6/2018 15:42,6/6/2018 15:42,6/7/2018 10:46,NP,245,,,Mark,GN
67,CJ EH,6,6/6/2018 15:48,6/6/2018 15:48,6/7/2018 11:01,NP,399,,,Mark,GN
68,CJ EH,6,6/6/2018 15:53,6/6/2018 15:53,6/7/2018 11:16,NP,246,,,Mark,GN
69,CJ EH,6,6/6/2018 15:53,6/6/2018 15:53,6/7/2018 11:16,NP,240,,,Mark,GN
70,CJ EH,6,6/6/2018 16:00,6/6/2018 16:00,6/7/2018 11:30,NP,249,,,Mark,GN
71,CJ EH,6,6/6/2018 16:00,6/6/2018 16:00,6/7/2018 11:30,NP,853,,,Mark,GN
72,CJ EH,6,6/6/2018 16:09,6/6/2018 16:09,6/7/2018 11:45,NP,326,,,Mark,GN
73,CJ EH,6,6/6/2018 16:09,6/6/2018 16:09,6/7/2018 11:45,NP,331,,,Mark,GN
1,PB CJ,1,6/20/2018 13:40,6/20/2018 13:40,6/21/2018 9:10,NP,566,1859,,Recap,GN
2,PB CJ,1,6/20/2018 13:40,6/20/2018 13:40,6/21/2018 9:10,NP,619,1159,,Recap,GN
3,PB CJ,1,6/20/2018 13:40,6/20/2018 13:40,6/21/2018 9:10,NP,419,1202,,Recap,GN
4,PB CJ,1,6/20/2018 13:40,6/20/2018 13:40,6/21/2018 9:10,NP,635,,,Recap,GN
5,PB CJ,1,6/20/2018 13:40,6/20/2018 13:40,6/21/2018 9:10,NP,297,,,Recap,GN
6,PB CJ,1,6/20/2018 13:40,6/20/2018 13:40,6/21/2018 9:10,NP,604,1812,,Recap,GN
7,PB CJ,1,6/20/2018 13:45,6/20/2018 13:45,6/21/2018 9:27,NP,284,,,Recap,GN
8,PB CJ,1,6/20/2018 13:45,6/20/2018 13:45,6/21/2018 9:27,NP,413,1007,,Recap,GN
9,PB CJ,1,6/20/2018 13:45,6/20/2018 13:45,6/21/2018 9:27,NP,285,,,Recap,GN
10,PB CJ,1,6/20/2018 13:45,6/20/2018 13:45,6/21/2018 9:27,NP,460,1146,,Recap,GN
11,PB CJ,1,6/20/2018 13:45,6/20/2018 13:45,6/21/2018 9:27,NP,244,,,Recap,GN
12,PB CJ,1,6/20/2018 13:50,6/20/2018 13:50,6/21/2018 9:40,NP,358,1312,,Recap,GN
13,PB CJ,1,6/20/2018 13:50,6/20/2018 13:50,6/21/2018 9:40,NP,537,,,Recap,GN
14,PB CJ,1,6/20/2018 13:50,6/20/2018 13:50,6/21/2018 9:40,NP,508,1269,,Recap,GN
15,PB CJ,1,6/20/2018 13:50,6/20/2018 13:50,6/21/2018 9:40,NP,324,,,Recap,GN
16,PB CJ,1,6/20/2018 13:50,6/20/2018 13:50,6/21/2018 9:40,NP,287,,,Recap,GN
17,PB CJ,1,6/20/2018 13:50,6/20/2018 13:50,6/21/2018 9:40,NP,407,,,Recap,GN
18,PB CJ,1,6/20/2018 13:50,6/20/2018 13:50,6/21/2018 9:40,NP,399,,,Recap,GN
19,PB CJ,1,6/20/2018 13:55,6/20/2018 13:55,6/21/2018 10:03,NP,420,,,Recap,GN
20,PB CJ,1,6/20/2018 13:55,6/20/2018 13:55,6/21/2018 10:03,NP,380,1038,,Recap,GN
21,PB CJ,1,6/20/2018 13:55,6/20/2018 13:55,6/21/2018 10:03,NP,220,,,Recap,GN
22,PB CJ,1,6/20/2018 13:55,6/20/2018 13:55,6/21/2018 10:03,NP,282,,,Recap,GN
23,PB CJ,1,6/20/2018 14:00,6/20/2018 14:00,6/21/2018 10:07,NP,472,,,Recap,GN
24,PB CJ,1,6/20/2018 14:00,6/20/2018 14:00,6/21/2018 10:07,NP,355,,,Recap,GN
25,PB CJ,1,6/20/2018 14:00,6/20/2018 14:00,6/21/2018 10:07,NP,209,,,Recap,GN
26,PB CJ,1,6/20/2018 14:04,6/20/2018 14:04,6/21/2018 10:23,NP,382,1148,,Recap,GN
27,PB CJ,1,6/20/2018 14:04,6/20/2018 14:04,6/21/2018 10:23,NP,438,,,Recap,GN
28,PB CJ,1,6/20/2018 14:04,6/20/2018 14:04,6/21/2018 10:23,NP,255,,,Recap,GN
29,PB CJ,1,6/20/2018 14:04,6/20/2018 14:04,6/21/2018 10:23,NP,290,,,Recap,GN
30,PB CJ,1,6/20/2018 14:04,6/20/2018 14:04,6/21/2018 10:23,NP,303,,,Recap,GN
31,PB CJ,1,6/20/2018 14:07,6/20/2018 14:07,6/21/2018 10:35,NP,446,1506,,Recap,GN
32,PB CJ,1,6/20/2018 14:07,6/20/2018 14:07,6/21/2018 10:35,NP,451,1165,,Recap,GN
33,PB CJ,1,6/20/2018 14:07,6/20/2018 14:07,6/21/2018 10:35,NP,317,,,Recap,GN
34,PB CJ,1,6/20/2018 14:13,6/20/2018 14:13,6/21/2018 10:39,NP,224,,,Recap,GN
35,PB CJ,1,6/20/2018 14:13,6/20/2018 14:13,6/21/2018 10:39,NP,300,,,Recap,GN
36,PB CJ,1,6/20/2018 14:13,6/20/2018 14:13,6/21/2018 10:39,NP,418,TL,,Recap,GN
37,PB CJ,1,6/20/2018 14:13,6/20/2018 14:13,6/21/2018 10:39,NP,436,1863,,Recap,GN
38,PB CJ,1,6/20/2018 14:15,6/20/2018 14:15,6/21/2018 10:00,NP,233,,,Recap,GN
39,PB CJ,1,6/20/2018 14:15,6/20/2018 14:15,6/21/2018 10:00,NP,236,,,Recap,GN
40,PB CJ,1,6/20/2018 14:15,6/20/2018 14:15,6/21/2018 10:00,NP,388,1037,,Recap,GN
41,PB CJ,1,6/20/2018 14:15,6/20/2018 14:15,6/21/2018 10:00,NP,354,1005,,Recap,GN
42,PB CJ,1,6/20/2018 14:15,6/20/2018 14:15,6/21/2018 10:00,NP,232,,,Recap,GN
43,PB CJ,1,6/20/2018 14:15,6/20/2018 14:15,6/21/2018 10:00,NP,357,1301,,Recap,GN
44,PB CJ,1,6/20/2018 14:15,6/20/2018 14:15,6/21/2018 10:00,NP,565,1320,,Recap,GN
45,PB CJ,1,6/20/2018 14:15,6/20/2018 14:15,6/21/2018 10:00,NP,457,1290,,Recap,GN
46,PB CJ,1,6/20/2018 14:15,6/20/2018 14:15,6/21/2018 10:00,NP,309,,,Recap,GN
47,PB CJ,1,6/20/2018 14:15,6/20/2018 14:15,6/21/2018 10:00,NP,338,TL,,Recap,GN
48,PB CJ,1,6/20/2018 14:15,6/20/2018 14:15,6/21/2018 10:00,NP,294,,,Recap,GN
49,PB CJ,1,6/20/2018 14:20,6/20/2018 14:20,6/21/2018 11:16,NP,440,1221,,Recap,GN
50,PB CJ,1,6/20/2018 14:20,6/20/2018 14:20,6/21/2018 11:16,NP,405,,,Recap,GN
51,PB CJ,1,6/20/2018 14:20,6/20/2018 14:20,6/21/2018 11:16,NP,309,,,Recap,GN
52,PB CJ,1,6/20/2018 14:20,6/20/2018 14:20,6/21/2018 11:16,NP,278,,,Recap,GN
53,PB CJ,1,6/20/2018 14:20,6/20/2018 14:20,6/21/2018 11:16,NP,255,,,Recap,GN
54,PB CJ,1,6/20/2018 14:20,6/20/2018 14:20,6/21/2018 11:16,NP,340,,,Recap,GN
55,PB CJ,1,6/20/2018 14:45,6/20/2018 14:45,6/21/2018 11:32,NP,297,,,Recap,GN
56,PB CJ,1,6/20/2018 14:45,6/20/2018 14:45,6/21/2018 11:32,NP,474,1305,,Recap,GN
57,PB CJ,1,6/20/2018 14:45,6/20/2018 14:45,6/21/2018 11:32,NP,497,,,Recap,GN
58,PB CJ,1,6/20/2018 14:45,6/20/2018 14:45,6/21/2018 11:32,NP,393,1410,,Recap,GN
59,PB CJ,1,6/20/2018 14:45,6/20/2018 14:45,6/21/2018 11:32,NP,292,,,Recap,GN
60,PB CJ,1,6/20/2018 14:45,6/20/2018 14:45,6/21/2018 11:32,NP,273,,,Recap,GN
61,PB CJ,1,6/20/2018 14:45,6/20/2018 14:45,6/21/2018 11:32,NP,216,,,Recap,GN
62,PB CJ,1,6/20/2018 14:45,6/20/2018 14:45,6/21/2018 11:32,NP,429,1308,,Recap,GN
63,PB CJ,1,6/20/2018 14:33,6/20/2018 14:33,6/21/2018 11:40,NP,440,,,Recap,GN
64,PB CJ,1,6/20/2018 14:33,6/20/2018 14:33,6/21/2018 11:40,NP,390,,,Recap,GN
65,PB CJ,1,6/20/2018 14:33,6/20/2018 14:33,6/21/2018 11:40,NP,427,1218,,Recap,GN
66,PB CJ,1,6/20/2018 14:37,6/20/2018 14:37,6/21/2018 12:08,NP,256,,,Recap,GN
67,PB CJ,1,6/20/2018 14:37,6/20/2018 14:37,6/21/2018 12:08,NP,344,,,Recap,GN
68,PB CJ,1,6/20/2018 14:37,6/20/2018 14:37,6/21/2018 12:08,NP,418,1209,,Recap,GN
69,PB CJ,1,6/20/2018 14:37,6/20/2018 14:37,6/21/2018 12:08,NP,336,,,Recap,GN
70,PB CJ,1,6/20/2018 14:37,6/20/2018 14:37,6/21/2018 12:08,NP,284,,,Recap,GN
71,PB CJ,1,6/20/2018 14:37,6/20/2018 14:37,6/21/2018 12:08,NP,347,,,Recap,GN
72,PB CJ,1,6/20/2018 14:37,6/20/2018 14:37,6/21/2018 12:08,NP,376,1317,,Recap,GN
73,PB CJ,1,6/20/2018 14:37,6/20/2018 14:37,6/21/2018 12:08,NP,596,,,Recap,GN
74,PB CJ,1,6/20/2018 14:42,6/20/2018 14:42,6/21/2018 12:23,NP,266,,,Recap,GN
75,PB CJ,1,6/20/2018 14:42,6/20/2018 14:42,6/21/2018 12:23,NP,390,1322,,Recap,GN
76,PB CJ,1,6/20/2018 14:42,6/20/2018 14:42,6/21/2018 12:23,NP,460,1861,,Recap,GN
77,PB CJ,1,6/20/2018 14:42,6/20/2018 14:42,6/21/2018 12:23,NP,423,1306,,Recap,GN
78,PB CJ,1,6/20/2018 14:42,6/20/2018 14:42,6/21/2018 12:23,NP,270,,,Recap,GN
79,PB CJ,1,6/20/2018 14:42,6/20/2018 14:42,6/21/2018 12:23,NP,294,,,Recap,GN
80,PB CJ,1,6/20/2018 14:42,6/20/2018 14:42,6/21/2018 12:23,NP,285,,,Recap,GN
81,PB CJ,1,6/20/2018 14:49,6/20/2018 14:49,6/21/2018 12:35,NP,489,,,Recap,GN
82,PB CJ,1,6/20/2018 14:49,6/20/2018 14:49,6/21/2018 12:35,NP,534,,,Recap,GN
83,PB CJ,1,6/20/2018 14:49,6/20/2018 14:49,6/21/2018 12:35,NP,502,TL,Probably tag 1336,Recap,GN
84,PB CJ,1,6/20/2018 14:49,6/20/2018 14:49,6/21/2018 12:35,NP,416,1329,,Recap,GN
85,PB CJ,1,6/20/2018 14:49,6/20/2018 14:49,6/21/2018 12:35,NP,528,1870,,Recap,GN
86,PB CJ,1,6/20/2018 14:55,6/20/2018 14:55,6/21/2018 12:43,NP,223,,,Recap,GN
87,PB CJ,1,6/20/2018 14:55,6/20/2018 14:55,6/21/2018 12:43,NP,385,1318,,Recap,GN
88,PB CJ,1,6/20/2018 14:55,6/20/2018 14:55,6/21/2018 12:43,NP,431,,,Recap,GN
89,PB CJ,1,6/20/2018 14:55,6/20/2018 14:55,6/21/2018 12:43,NP,354,,,Recap,GN
90,PB CJ,1,6/20/2018 14:55,6/20/2018 14:55,6/21/2018 12:43,NP,335,1309,,Recap,GN
91,PB CJ,1,6/20/2018 14:55,6/20/2018 14:55,6/21/2018 12:43,NP,286,,,Recap,GN
92,PB CJ,1,6/20/2018 14:55,6/20/2018 14:55,6/21/2018 12:43,NP,219,,,Recap,GN
93,PB CJ,1,6/20/2018 14:55,6/20/2018 14:55,6/21/2018 12:43,NP,230,,,Recap,GN
94,PB CJ,1,6/20/2018 15:53,6/20/2018 15:53,6/21/2018 13:02,NP,327,1302,,Recap,GN
95,PB CJ,1,6/20/2018 15:53,6/20/2018 15:53,6/21/2018 13:02,NP,285,,,Recap,GN
96,PB CJ,1,6/20/2018 15:58,6/20/2018 15:58,6/21/2018 13:09,NP,289,,,Recap,GN
97,PB CJ,1,6/20/2018 16:05,6/20/2018 16:05,6/21/2018 13:15,NP,460,1436,,Recap,GN
98,PB CJ,1,6/20/2018 16:05,6/20/2018 16:05,6/21/2018 13:15,NP,440,1321,,Recap,GN
99,PB CJ,1,6/20/2018 16:05,6/20/2018 16:05,6/21/2018 13:15,NP,410,,,Recap,GN
100,PB CJ,1,6/20/2018 16:05,6/20/2018 16:05,6/21/2018 13:15,NP,395,1324,,Recap,GN
101,PB CJ,1,6/20/2018 16:05,6/20/2018 16:05,6/21/2018 13:15,NP,288,,,Recap,GN
102,PB CJ,1,6/20/2018 16:11,6/20/2018 16:11,6/21/2018 13:25,NP,460,1467,,Recap,GN
103,PB CJ,1,6/20/2018 16:11,6/20/2018 16:11,6/21/2018 13:25,NP,475,1004,,Recap,GN
104,PB CJ,1,6/20/2018 16:11,6/20/2018 16:11,6/21/2018 13:25,NP,540,1207,,Recap,GN
105,PB CJ,1,6/20/2018 16:11,6/20/2018 16:11,6/21/2018 13:25,NP,403,1314,,Recap,GN
106,PB CJ,1,6/20/2018 16:11,6/20/2018 16:11,6/21/2018 13:25,NP,416,1127,,Recap,GN
107,PB CJ,1,6/20/2018 16:11,6/20/2018 16:11,6/21/2018 13:25,NP,490,1295,,Recap,GN
108,PB CJ,1,6/20/2018 16:11,6/20/2018 16:11,6/21/2018 13:25,NP,507,1168,,Recap,GN
109,PB CJ,1,6/20/2018 16:11,6/20/2018 16:11,6/21/2018 13:25,NP,460,,,Recap,GN
110,PB CJ,1,6/20/2018 16:11,6/20/2018 16:11,6/21/2018 13:25,NP,440,1319,,Recap,GN
111,PB CJ,1,6/20/2018 16:11,6/20/2018 16:11,6/21/2018 13:25,NP,322,,,Recap,GN
112,PB CJ,1,6/20/2018 16:11,6/20/2018 16:11,6/21/2018 13:25,NP,220,,,Recap,GN
113,PB CJ,1,6/20/2018 16:11,6/20/2018 16:11,6/21/2018 13:25,NP,245,,,Recap,GN
114,PB CJ,1,6/20/2018 16:11,6/20/2018 16:11,6/21/2018 13:25,NP,273,,,Recap,GN
115,PB CJ,1,6/20/2018 16:11,6/20/2018 16:11,6/21/2018 13:25,NP,421,1204,,Recap,GN
116,PB CJ,1,6/20/2018 16:11,6/20/2018 16:11,6/21/2018 13:25,NP,400,1303,,Recap,GN
117,PB CJ,1,6/20/2018 16:11,6/20/2018 16:11,6/21/2018 13:25,NP,418,,,Recap,GN
118,PB CJ,1,6/20/2018 16:11,6/20/2018 16:11,6/21/2018 13:25,NP,464,1131,,Recap,GN
119,PB CJ,1,6/20/2018 16:11,6/20/2018 16:11,6/21/2018 13:25,NP,275,,,Recap,GN
120,PB NS,2,6/21/2018 14:33,6/21/2018 14:33,6/22/2018 9:02,NP,510,,,Recap,GN
121,PB NS,2,6/21/2018 14:33,6/21/2018 14:33,6/22/2018 9:02,NP,467,1128,,Recap,GN
122,PB NS,2,6/21/2018 14:33,6/21/2018 14:33,6/22/2018 9:02,NP,405,,,Recap,GN
123,PB NS,2,6/21/2018 14:33,6/21/2018 14:33,6/22/2018 9:02,NP,560,,,Recap,GN
124,PB NS,2,6/21/2018 14:33,6/21/2018 14:33,6/22/2018 9:02,NP,444,1161,,Recap,GN
125,PB NS,2,6/21/2018 14:33,6/21/2018 14:33,6/22/2018 9:02,NP,565,1154,,Recap,GN
126,PB NS,2,6/21/2018 14:33,6/21/2018 14:33,6/22/2018 9:02,NP,445,1871,,Recap,GN
127,PB NS,2,6/21/2018 14:33,6/21/2018 14:33,6/22/2018 9:02,NP,493,,,Recap,GN
128,PB NS,2,6/21/2018 14:33,6/21/2018 14:33,6/22/2018 9:02,NP,545,1182,,Recap,GN
129,PB NS,2,6/21/2018 14:33,6/21/2018 14:33,6/22/2018 9:02,NP,495,1184,,Recap,GN
130,PB NS,2,6/21/2018 14:33,6/21/2018 14:33,6/22/2018 9:02,NP,665,1284,,Recap,GN
131,PB NS,2,6/21/2018 14:33,6/21/2018 14:33,6/22/2018 9:02,NP,560,1201,,Recap,GN
132,PB NS,2,6/21/2018 14:33,6/21/2018 14:33,6/22/2018 9:02,NP,590,,,Recap,GN
133,PB NS,2,6/21/2018 14:33,6/21/2018 14:33,6/22/2018 9:02,NP,480,1151,,Recap,GN
134,PB NS,2,6/21/2018 14:33,6/21/2018 14:33,6/22/2018 9:02,NP,423,1107,,Recap,GN
135,PB NS,2,6/21/2018 14:33,6/21/2018 14:33,6/22/2018 9:02,NP,425,1108,,Recap,GN
136,PB NS,2,6/21/2018 14:33,6/21/2018 14:33,6/22/2018 9:02,NP,483,1272,,Recap,GN
137,PB NS,2,6/21/2018 14:33,6/21/2018 14:33,6/22/2018 9:02,NP,420,,,Recap,GN
138,PB NS,2,6/21/2018 14:33,6/21/2018 14:33,6/22/2018 9:02,NP,413,1243,,Recap,GN
139,PB NS,2,6/21/2018 14:33,6/21/2018 14:33,6/22/2018 9:02,NP,367,,,Recap,GN
140,PB NS,2,6/21/2018 14:33,6/21/2018 14:33,6/22/2018 9:02,NP,315,,,Recap,GN
141,PB NS,2,6/21/2018 14:33,6/21/2018 14:33,6/22/2018 9:02,NP,395,1152,,Recap,GN
142,PB NS,2,6/21/2018 14:33,6/21/2018 14:33,6/22/2018 9:02,NP,366,1408,,Recap,GN
143,PB NS,2,6/21/2018 14:33,6/21/2018 14:33,6/22/2018 9:02,NP,275,,,Recap,GN
144,PB NS,2,6/21/2018 14:33,6/21/2018 14:33,6/22/2018 9:02,NP,299,,,Recap,GN
145,PB NS,2,6/21/2018 14:33,6/21/2018 14:33,6/22/2018 9:02,NP,335,,,Recap,GN
146,PB NS,2,6/21/2018 14:33,6/21/2018 14:33,6/22/2018 9:02,NP,284,,,Recap,GN
147,PB NS,2,6/21/2018 14:33,6/21/2018 14:33,6/22/2018 9:02,NP,305,,,Recap,GN
148,PB NS,2,6/21/2018 14:33,6/21/2018 14:33,6/22/2018 9:02,NP,265,,,Recap,GN
149,PB NS,2,6/21/2018 14:38,6/21/2018 14:38,6/22/2018 9:50,NP,505,1248,,Recap,GN
150,PB NS,2,6/21/2018 14:38,6/21/2018 14:38,6/22/2018 9:50,NP,506,,,Recap,GN
151,PB NS,2,6/21/2018 14:38,6/21/2018 14:38,6/22/2018 9:50,NP,352,1465,,Recap,GN
152,PB NS,2,6/21/2018 14:38,6/21/2018 14:38,6/22/2018 9:50,NP,403,1798,,Recap,GN
153,PB NS,2,6/21/2018 14:38,6/21/2018 14:38,6/22/2018 9:50,NP,336,,,Recap,GN
154,PB NS,2,6/21/2018 14:38,6/21/2018 14:38,6/22/2018 9:50,NP,382,,,Recap,GN
155,PB NS,2,6/21/2018 14:38,6/21/2018 14:38,6/22/2018 9:50,NP,320,,,Recap,GN
156,PB NS,2,6/21/2018 14:38,6/21/2018 14:38,6/22/2018 9:50,NP,448,,,Recap,GN
157,PB NS,2,6/21/2018 14:38,6/21/2018 14:38,6/22/2018 9:50,NP,318,,,Recap,GN
158,PB NS,2,6/21/2018 14:38,6/21/2018 14:38,6/22/2018 9:50,NP,-,1015,"Half eaten, no length, marked",Recap,GN
159,PB NS,2,6/21/2018 14:42,6/21/2018 14:42,6/22/2018 10:04,NP,455,,,Recap,GN
160,PB NS,2,6/21/2018 14:42,6/21/2018 14:42,6/22/2018 10:04,NP,400,1866,,Recap,GN
161,PB NS,2,6/21/2018 14:42,6/21/2018 14:42,6/22/2018 10:04,NP,497,1345,,Recap,GN
162,PB NS,2,6/21/2018 14:42,6/21/2018 14:42,6/22/2018 10:04,NP,290,,,Recap,GN
163,PB NS,2,6/21/2018 14:42,6/21/2018 14:42,6/22/2018 10:04,NP,298,,,Recap,GN
164,PB NS,2,6/21/2018 14:42,6/21/2018 14:42,6/22/2018 10:04,NP,297,,,Recap,GN
165,PB NS,2,6/21/2018 14:42,6/21/2018 14:42,6/22/2018 10:04,NP,304,,,Recap,GN
166,PB NS,2,6/21/2018 14:45,6/21/2018 14:45,6/22/2018 10:17,NP,406,1021,,Recap,GN
167,PB NS,2,6/21/2018 14:45,6/21/2018 14:45,6/22/2018 10:17,NP,278,,,Recap,GN
168,PB NS,2,6/21/2018 14:50,6/21/2018 14:50,6/22/2018 10:25,NP,585,1852,,Recap,GN
169,PB NS,2,6/21/2018 14:50,6/21/2018 14:50,6/22/2018 10:25,NP,567,1253,,Recap,GN
170,PB NS,2,6/21/2018 14:50,6/21/2018 14:50,6/22/2018 10:25,NP,412,1011,,Recap,GN
171,PB NS,2,6/21/2018 14:50,6/21/2018 14:50,6/22/2018 10:25,NP,450,1372,,Recap,GN
172,PB NS,2,6/21/2018 14:50,6/21/2018 14:50,6/22/2018 10:25,NP,394,1200,,Recap,GN
173,PB NS,2,6/21/2018 14:50,6/21/2018 14:50,6/22/2018 10:25,NP,277,,,Recap,GN
174,PB NS,2,6/21/2018 14:50,6/21/2018 14:50,6/22/2018 10:25,NP,425,1464,,Recap,GN
175,PB NS,2,6/21/2018 14:54,6/21/2018 14:54,6/22/2018 10:40,NP,485,1164,,Recap,GN
176,PB NS,2,6/21/2018 14:54,6/21/2018 14:54,6/22/2018 10:40,NP,420,1344,,Recap,GN
177,PB NS,2,6/21/2018 14:54,6/21/2018 14:54,6/22/2018 10:40,NP,410,,,Recap,GN
178,PB NS,2,6/21/2018 14:54,6/21/2018 14:54,6/22/2018 10:40,NP,377,1042,,Recap,GN
179,PB NS,2,6/21/2018 14:54,6/21/2018 14:54,6/22/2018 10:40,NP,286,,,Recap,GN
180,PB NS,2,6/21/2018 14:54,6/21/2018 14:54,6/22/2018 10:40,NP,298,,,Recap,GN
181,PB NS,2,6/21/2018 14:54,6/21/2018 14:54,6/22/2018 10:40,NP,265,,,Recap,GN
182,PB NS,2,6/21/2018 15:00,6/21/2018 15:00,6/22/2018 10:50,NP,466,1105,,Recap,GN
183,PB NS,2,6/21/2018 15:00,6/21/2018 15:00,6/22/2018 10:50,NP,405,,,Recap,GN
